Year,Brand,Model,kms_droved,Fuel_type,vehicle_type,No.Of_Owners,Price
2020,Maruti,Baleno,"10,956",Petrol,Manual,2nd Owner,"₹6,04,000"
2021,KIA,SONET,"6,255",Petrol,Automatic,1st Owner,
2022,Hyundai,VENUE,"9,463",Petrol,Manual,1st Owner,
2021,KIA,SELTOS,"5,500",Petrol,Manual,1st Owner,
2020,Maruti,Swift,"12,421",Petrol,Manual,1st Owner,"₹5,62,000"
2019,Jeep,Compass,"23,690",Petrol,Automatic,1st Owner,
2014,Mercedes,Benz,"38,381",Petrol,Automatic,1st Owner,
2020,Maruti,Swift,"16,633",Petrol,Manual,2nd Owner,"₹5,52,000"
2021,Renault,Kiger,"47,124",Petrol,Automatic,1st Owner,"₹7,12,000"
2013,Hyundai,Grand,"14,057",Petrol,Manual,2nd Owner,"₹3,38,000"
2021,Maruti,Swift,"4,888",Petrol,Manual,1st Owner,"₹6,09,000"
2014,Honda,City,"49,304",Petrol,Manual,1st Owner,"₹6,41,000"
2012,Hyundai,i10,"28,619",Petrol,Manual,1st Owner,"₹2,44,000"
2020,Maruti,Swift,"3,192",Petrol,Manual,1st Owner,"₹6,46,000"
2014,Honda,Brio,"82,621",Petrol,Manual,2nd Owner,"₹2,85,000"
2022,Hyundai,VENUE,"15,101",Petrol,Manual,1st Owner,
2018,Hyundai,Grand,"5,505",Petrol,Manual,1st Owner,"₹5,30,000"
2020,Maruti,Swift,"36,522",Petrol,Manual,2nd Owner,"₹5,12,000"
2019,Honda,City,"11,895",Petrol,Automatic,1st Owner,
2021,Maruti,Vitara,"14,399",Petrol,Manual,1st Owner,
2021,Hyundai,AURA,"26,468",Petrol,Manual,1st Owner,"₹6,50,000"
2019,Datsun,Redi,"21,787",Petrol,Manual,1st Owner,"₹2,85,000"
2022,Hyundai,VENUE,"3,091",Petrol,Manual,1st Owner,
2018,Hyundai,Grand,"12,582",Petrol,Manual,2nd Owner,"₹5,00,000"
2015,Volkswagen,Polo,"81,516",Petrol,Manual,1st Owner,"₹3,82,000"
2020,KIA,SELTOS,"4,765",Petrol,Manual,1st Owner,
2020,Maruti,Swift,"38,580",Petrol,Manual,1st Owner,"₹5,10,000"
2021,Tata,Tiago,"16,183",Petrol,Manual,1st Owner,"₹6,13,000"
2019,Tata,NEXON,"20,950",Petrol,Manual,1st Owner,"₹7,19,000"
2016,Maruti,Alto,"12,769",Petrol,Manual,1st Owner,"₹3,03,000"
2018,Toyota,YARIS,"14,652",Petrol,Manual,1st Owner,"₹7,78,000"
2014,Maruti,Wagon,"23,371",Petrol,Manual,1st Owner,"₹3,30,000"
2022,Honda,City,"4,502",Petrol,Manual,1st Owner,
2021,Maruti,Celerio,"56,772",Petrol,Manual,1st Owner,"₹5,30,000"
2021,Maruti,Celerio,"10,518",Petrol,Manual,1st Owner,"₹5,15,000"
2016,Maruti,Wagon,"45,735",Petrol,Manual,1st Owner,"₹3,51,000"
2017,Hyundai,Grand,"13,759",Petrol,Manual,3rd Owner,"₹5,08,000"
2018,Honda,City,"28,267",Petrol,Manual,1st Owner,
2017,Honda,City,"70,136",Petrol,Manual,1st Owner,"₹7,98,000"
2018,Hyundai,Grand,"30,844",Petrol,Manual,1st Owner,"₹4,39,000"
2014,Maruti,Wagon,"11,221",Petrol,Manual,1st Owner,"₹3,45,000"
2014,Maruti,Wagon,"32,779",Petrol,Manual,1st Owner,"₹3,23,000"
2014,Honda,City,"83,242",Petrol,Manual,1st Owner,"₹6,30,000"
2012,Honda,Brio,"42,454",Petrol,Manual,1st Owner,"₹2,96,000"
2020,Maruti,Swift,"20,792",Petrol,Manual,1st Owner,"₹6,37,000"
2021,Hyundai,NEW,"6,090",Petrol,,1st Owner,
2019,Maruti,Ciaz,"38,917",Petrol,Manual,1st Owner,"₹7,31,000"
2021,Hyundai,NEW,"2,867",Petrol,,1st Owner,"₹7,57,000"
2019,Maruti,Swift,"36,455",Petrol,Manual,1st Owner,"₹5,28,000"
2020,Maruti,Swift,"18,235",Petrol,Manual,1st Owner,"₹5,68,000"
2019,Maruti,Ciaz,"60,724",Diesel,Manual,2nd Owner,
2019,Honda,Amaze,"14,686",Petrol,Manual,2nd Owner,"₹6,61,000"
2019,Tata,Tiago,"7,917",Petrol,Manual,1st Owner,"₹5,07,000"
2013,Honda,Brio,"26,749",Petrol,Manual,1st Owner,"₹3,26,000"
2019,Maruti,Swift,"45,291",Petrol,Manual,1st Owner,"₹5,46,000"
2013,Honda,Brio,"35,900",Petrol,Manual,1st Owner,"₹2,96,000"
2017,Hyundai,Elite,"32,935",Petrol,Manual,1st Owner,"₹5,89,000"
2011,Hyundai,i10,"56,559",Petrol,Manual,2nd Owner,"₹2,19,000"
2020,Datsun,Go,"13,846",Petrol,Manual,1st Owner,"₹5,45,000"
2022,Toyota,URBAN,"4,229",Petrol,,1st Owner,
2013,Maruti,Wagon,"59,452",Petrol,Manual,2nd Owner,"₹3,10,000"
2020,MG,HECTOR,"32,463",Petrol,Automatic,2nd Owner,
2015,Honda,City,"76,436",Petrol + CNG,Automatic,2nd Owner,"₹7,02,000"
2022,Honda,Amaze,"3,200",Petrol,Manual,1st Owner,
2022,Honda,City,"1,685",Petrol,Automatic,1st Owner,
2020,Hyundai,GRAND,"16,261",Petrol,Manual,1st Owner,"₹6,25,000"
2015,Maruti,Wagon,"58,893",Petrol,Manual,1st Owner,"₹3,33,000"
2017,Hyundai,Verna,"51,625",Petrol,Manual,1st Owner,"₹6,86,000"
2015,Hyundai,Elite,"53,623",Petrol,Manual,1st Owner,"₹5,89,000"
2022,Maruti,Celerio,"1,872",Petrol,,1st Owner,"₹7,16,000"
2018,Maruti,Swift,"42,705",Petrol,Manual,1st Owner,"₹6,63,000"
2014,Maruti,Alto,"57,971",Petrol,Manual,1st Owner,"₹2,58,000"
2014,Honda,City,"61,168",Petrol,Manual,2nd Owner,"₹6,31,000"
2016,Hyundai,Grand,"18,220",Petrol,Manual,1st Owner,"₹5,25,000"
2020,Maruti,Swift,"21,463",Petrol,Automatic,2nd Owner,"₹6,48,000"
2021,Hyundai,AURA,"34,469",Petrol + CNG,Manual,1st Owner,"₹7,81,000"
2019,Honda,City,"70,173",Petrol,Automatic,1st Owner,
2017,Honda,City,"39,749",Petrol,Manual,1st Owner,
2017,Honda,City,"61,703",Petrol,Manual,1st Owner,"₹7,24,000"
2010,Maruti,Wagon,"67,081",Petrol,Manual,2nd Owner,"₹1,83,000"
2014,Honda,Amaze,"63,962",Petrol,Manual,1st Owner,"₹3,54,000"
2021,Hyundai,VENUE,"29,056",Petrol,Manual,1st Owner,"₹7,83,000"
2017,Hyundai,Grand,"9,847",Petrol,Automatic,1st Owner,"₹5,58,000"
2020,Hyundai,AURA,"63,337",Petrol + CNG,Manual,1st Owner,"₹7,39,000"
2020,Maruti,Baleno,"17,966",Petrol,Manual,2nd Owner,"₹6,03,000"
2019,Hyundai,NEW,"14,334",Petrol,Manual,1st Owner,"₹4,58,000"
2010,Toyota,Corolla,"45,566",Petrol,Manual,1st Owner,"₹3,15,000"
2018,Hyundai,Grand,"26,383",Petrol,Manual,1st Owner,"₹4,90,000"
2016,Maruti,Celerio,"57,337",Petrol,Automatic,1st Owner,"₹4,13,000"
2014,Maruti,Wagon,"25,858",Petrol,Manual,1st Owner,"₹3,31,000"
2011,Honda,Accord,"63,041",Petrol,Manual,1st Owner,"₹4,94,000"
2017,Hyundai,Grand,"19,318",Petrol,Manual,1st Owner,"₹4,87,000"
2020,Skoda,Rapid,"54,698",Petrol,Automatic,1st Owner,
2019,Maruti,Baleno,"8,522",Petrol,,2nd Owner,"₹6,61,000"
2018,Mahindra,XUV500,"55,343",Diesel,Automatic,2nd Owner,
2018,Honda,City,"14,363",Petrol,Manual,1st Owner,
2019,Toyota,Innova,"49,487",Diesel,Automatic,1st Owner,
2011,Maruti,Alto,"30,834",Petrol,Manual,2nd Owner,"₹2,28,000"
2014,Hyundai,Xcent,"73,302",Petrol,Manual,2nd Owner,"₹3,96,000"
2019,Hyundai,GRAND,"14,592",Petrol,Manual,1st Owner,"₹6,38,000"
2021,Hyundai,VENUE,"16,364",Petrol,Manual,1st Owner,
2015,Maruti,Wagon,"29,947",Petrol,Manual,1st Owner,"₹3,29,000"
2019,Honda,Jazz,"8,594",Petrol,Automatic,2nd Owner,
2019,Datsun,Redi,"15,528",Petrol,Manual,1st Owner,"₹2,95,000"
2020,Tata,Tiago,"22,230",Petrol,Manual,1st Owner,"₹5,83,000"
2021,Toyota,URBAN,"6,972",Petrol,,1st Owner,
2018,Hyundai,Grand,"15,419",Petrol,Manual,1st Owner,"₹4,78,000"
2020,Maruti,New,"10,657",Petrol,Manual,2nd Owner,"₹5,24,000"
2022,Tata,Harrier,"7,637",Diesel,Automatic,1st Owner,
2015,Maruti,Baleno,"28,797",Petrol,Manual,1st Owner,"₹5,68,000"
2018,Honda,Amaze,"11,951",Petrol,Automatic,1st Owner,"₹7,40,600"
2021,Volkswagen,Polo,"49,130",Petrol,Automatic,1st Owner,
2022,Renault,Kwid,"3,303",Petrol,Automatic,1st Owner,"₹5,84,000"
2019,MG,HECTOR,"59,094",Petrol,Automatic,1st Owner,
2016,Maruti,Ciaz,"41,796",Petrol,Manual,1st Owner,"₹5,95,000"
2020,Maruti,New,"4,793",Petrol,Manual,1st Owner,"₹5,00,000"
2012,Honda,Brio,"63,169",Petrol,Manual,1st Owner,"₹2,85,000"
2021,Tata,Tiago,"15,120",Petrol,Manual,1st Owner,"₹5,62,000"
2013,Maruti,Alto,"24,093",Petrol,Manual,2nd Owner,"₹2,35,200"
2019,Maruti,Baleno,"9,000",Petrol,Manual,1st Owner,"₹6,77,000"
2017,Maruti,Ciaz,"56,606",Petrol,Automatic,1st Owner,"₹7,06,000"
2019,Maruti,Swift,"29,947",Petrol,Manual,1st Owner,"₹5,90,000"
2011,Maruti,Wagon,"47,706",Petrol,Manual,2nd Owner,"₹2,61,000"
2021,Maruti,Swift,"5,109",Petrol,Automatic,2nd Owner,"₹7,02,000"
2014,Maruti,Alto,"70,821",Petrol,Manual,1st Owner,"₹2,61,000"
2019,Maruti,Ciaz,"34,678",Petrol,Manual,1st Owner,
2017,Honda,Jazz,"20,158",Petrol,Manual,1st Owner,"₹5,50,000"
2021,Maruti,Swift,"7,906",Petrol,Manual,2nd Owner,"₹6,65,000"
2016,Honda,City,"92,231",Petrol,Manual,1st Owner,"₹6,90,000"
2015,Maruti,Alto,"23,271",Petrol,Manual,1st Owner,"₹2,80,000"
2019,Maruti,Ciaz,"70,019",Petrol,Manual,1st Owner,"₹7,80,000"
2019,Maruti,Celerio,"6,373",Petrol,Manual,1st Owner,"₹5,21,000"
2014,Honda,City,"20,923",Petrol,Manual,2nd Owner,"₹5,68,000"
2017,Mahindra,Scorpio,"52,999",Diesel,Manual,1st Owner,
2013,Honda,City,"45,385",Petrol + CNG,Manual,1st Owner,"₹5,33,000"
2015,Maruti,Alto,"72,384",Petrol,Manual,1st Owner,"₹2,21,000"
2018,Hyundai,Elite,"24,582",Petrol,Manual,1st Owner,"₹5,74,000"
2021,Hyundai,GRAND,"4,395",Petrol,Manual,1st Owner,"₹6,50,000"
2018,Maruti,Swift,"31,027",Petrol,Automatic,2nd Owner,"₹6,03,000"
2015,Honda,City,"72,613",Petrol,Manual,1st Owner,"₹6,50,000"
2019,Maruti,IGNIS,"49,640",Petrol,Manual,1st Owner,"₹4,50,000"
2010,Maruti,Alto,"52,037",Petrol,Manual,1st Owner,"₹2,06,000"
2012,Maruti,Alto,"59,976",Petrol,Manual,1st Owner,"₹1,99,000"
2019,MG,HECTOR,"12,635",Petrol,Automatic,1st Owner,
2021,Renault,Kwid,"6,883",Petrol,Manual,1st Owner,"₹4,74,000"
2014,Honda,City,"60,214",Petrol,Manual,1st Owner,"₹5,59,000"
2017,Honda,City,"77,877",Petrol,Automatic,2nd Owner,
2019,Maruti,New,"3,619",Petrol,Manual,1st Owner,"₹5,07,000"
2012,Maruti,Swift,"14,105",Petrol,Manual,1st Owner,"₹3,88,000"
2017,Honda,City,"42,199",Petrol,Automatic,1st Owner,
2021,Renault,Kwid,"7,336",Petrol,Automatic,2nd Owner,"₹4,89,000"
2014,Maruti,Alto,"28,612",Petrol,Manual,1st Owner,"₹2,65,000"
2012,Maruti,Swift,"29,012",Petrol,Manual,2nd Owner,"₹3,47,000"
2020,KIA,SONET,"11,734",Petrol,,1st Owner,
2016,Maruti,Baleno,"18,856",Petrol,Manual,1st Owner,"₹4,79,000"
2022,Maruti,Swift,"7,638",Petrol,Manual,1st Owner,"₹6,85,000"
2012,Maruti,Alto,"18,288",Petrol,Manual,1st Owner,"₹2,31,000"
2014,Hyundai,Xcent,"90,060",Petrol,Manual,1st Owner,"₹3,94,000"
2022,Maruti,New,"8,701",Petrol,Manual,1st Owner,"₹5,82,000"
2014,Hyundai,Eon,"34,229",Petrol,Manual,1st Owner,"₹3,02,000"
2020,Maruti,Baleno,"10,914",Petrol,,1st Owner,"₹6,38,000"
2017,Hyundai,Grand,"17,614",Petrol,Manual,1st Owner,"₹5,29,000"
2012,Maruti,Swift,"29,410",Petrol,Manual,2nd Owner,"₹3,60,000"
2018,Renault,Kwid,"47,627",Petrol,Manual,2nd Owner,"₹3,18,000"
2019,Honda,Amaze,"46,415",Petrol + CNG,Manual,1st Owner,"₹7,08,000"
2019,Maruti,Baleno,"19,276",Petrol,Manual,1st Owner,"₹5,77,000"
2019,Hyundai,Grand,"39,746",Petrol,Manual,1st Owner,"₹4,88,000"
2021,Hyundai,Creta,"17,032",Petrol,Manual,1st Owner,
2014,Honda,Amaze,"66,473",Petrol,Manual,1st Owner,"₹3,91,000"
2018,Hyundai,Grand,"20,124",Petrol,Manual,1st Owner,"₹5,29,000"
2015,Hyundai,Elite,"72,521",Petrol,Manual,3rd Owner,"₹4,37,000"
2016,Honda,Amaze,"28,906",Petrol,Manual,1st Owner,"₹5,69,000"
2019,Mahindra,XUV500,"22,879",Diesel,Manual,1st Owner,
2020,KIA,SELTOS,"10,617",Petrol,Manual,1st Owner,
2019,Renault,Kwid,"8,297",Petrol,Manual,1st Owner,"₹4,57,000"
2018,Hyundai,Tucson,"86,670",Petrol,Manual,2nd Owner,
2019,MG,HECTOR,"92,296",Petrol,Automatic,2nd Owner,
2015,Honda,City,"62,911",Petrol,Manual,2nd Owner,"₹6,23,000"
2017,Honda,City,"59,333",Petrol,Manual,1st Owner,"₹6,95,000"
2022,Maruti,New,"3,028",Petrol,Manual,2nd Owner,"₹5,42,000"
2017,Hyundai,Eon,"62,969",Petrol,Manual,2nd Owner,"₹2,62,000"
2020,Maruti,New,"7,292",Petrol,Manual,1st Owner,"₹5,50,000"
2021,Tata,Harrier,"5,330",Diesel,,1st Owner,
2014,Hyundai,Xcent,"49,326",Petrol,Manual,1st Owner,"₹4,41,000"
2018,Maruti,Wagon,"14,072",Petrol,Manual,1st Owner,"₹4,80,000"
2015,Hyundai,Elite,"58,457",Petrol,Manual,2nd Owner,"₹4,33,000"
2021,Hyundai,NEW,"18,700",Petrol + CNG,Manual,1st Owner,"₹6,27,000"
2020,Mahindra,XUV,"30,557",Petrol,,1st Owner,
2020,KIA,SONET,"12,456",Petrol,,1st Owner,
2021,Hyundai,NEW,"21,421",Petrol + CNG,Manual,1st Owner,"₹6,20,000"
2021,Maruti,New,"4,970",Petrol + CNG,Manual,1st Owner,"₹6,79,000"
2016,Hyundai,Grand,"23,365",Petrol,Manual,2nd Owner,"₹4,00,000"
2019,MG,HECTOR,"53,019",Diesel,Manual,2nd Owner,
2018,Maruti,Swift,"28,552",Petrol,Manual,1st Owner,"₹6,57,000"
2017,Maruti,Swift,"58,047",Petrol,Manual,1st Owner,"₹4,06,000"
2017,Maruti,Wagon,"26,529",Petrol,Manual,1st Owner,"₹3,97,000"
2019,Maruti,XL6,"15,561",Petrol,Manual,1st Owner,
2017,Honda,City,"33,116",Petrol,Automatic,2nd Owner,
2019,Maruti,New,"9,145",Petrol,Manual,1st Owner,"₹5,29,000"
2016,Maruti,Swift,"23,616",Petrol,Manual,1st Owner,"₹4,06,000"
2014,Maruti,Wagon,"32,907",Petrol,Manual,2nd Owner,"₹3,25,000"
2016,Honda,Amaze,"16,588",Petrol,Manual,1st Owner,"₹5,55,000"
2020,Maruti,Baleno,"35,257",Petrol,,1st Owner,"₹6,06,000"
2015,Maruti,Alto,"58,267",Petrol,Manual,1st Owner,"₹2,97,000"
2013,Hyundai,Grand,"79,166",Petrol,Manual,1st Owner,"₹4,16,000"
2019,Maruti,Ciaz,"81,454",Petrol,Automatic,1st Owner,"₹7,97,000"
2016,Maruti,Alto,"67,618",Petrol,Manual,1st Owner,"₹2,61,000"
2021,Ford,Ecosport,"19,087",Diesel,Manual,1st Owner,
2016,Maruti,Swift,"29,619",Petrol,Manual,1st Owner,"₹5,55,000"
2015,Honda,City,"59,054",Petrol,Manual,2nd Owner,"₹5,56,000"
2022,Renault,Kiger,"4,062",Petrol,Automatic,1st Owner,
2020,Hyundai,GRAND,"19,575",Petrol,Manual,1st Owner,"₹6,30,000"
2018,Datsun,Redi,"5,892",Petrol,Automatic,1st Owner,"₹4,13,000"
2019,Maruti,Ciaz,"20,539",Petrol,Manual,1st Owner,
2012,Hyundai,i20,"56,159",Petrol,Manual,1st Owner,"₹3,39,000"
2021,Maruti,New,"20,558",Petrol + CNG,Manual,1st Owner,"₹6,53,000"
2017,Hyundai,Grand,"28,323",Petrol,Manual,1st Owner,"₹4,58,000"
2013,Honda,Brio,"42,545",Petrol,Manual,1st Owner,"₹3,36,000"
2021,Maruti,New,"9,521",Petrol,Manual,1st Owner,"₹5,15,000"
2019,Maruti,Ciaz,"39,599",Petrol,Manual,1st Owner,
2016,Honda,Amaze,"26,440",Petrol,Manual,1st Owner,"₹5,53,000"
2017,Toyota,Corolla,"75,766",Petrol,Automatic,1st Owner,
2015,Maruti,Celerio,"72,977",Petrol,Manual,1st Owner,"₹3,76,000"
2018,Renault,Kwid,"53,629",Petrol,Manual,1st Owner,"₹3,20,000"
2022,Toyota,URBAN,"4,838",Petrol,,1st Owner,
2015,Ford,Ecosport,"47,766",Petrol + CNG,Automatic,2nd Owner,"₹5,79,000"
2017,Maruti,Wagon,"16,858",Petrol,Manual,1st Owner,"₹4,33,000"
2020,Hyundai,Creta,"19,090",Petrol,Automatic,1st Owner,
2018,Volkswagen,Polo,"28,361",Petrol,Manual,1st Owner,"₹6,17,000"
2021,KIA,SONET,"14,863",Diesel,,1st Owner,
2017,Maruti,Ciaz,"33,721",Petrol,Manual,1st Owner,"₹7,05,000"
2020,Toyota,URBAN,"44,379",Petrol,,1st Owner,
2022,MARUTI,BREZZA,"4,752",Petrol,,1st Owner,
2019,Maruti,Baleno,"24,690",Petrol,Manual,2nd Owner,"₹5,99,000"
2021,Hyundai,VENUE,"12,681",Petrol,Manual,1st Owner,
2019,MG,HECTOR,"34,036",Petrol,Automatic,1st Owner,
2020,Maruti,IGNIS,"10,479",Petrol,Automatic,1st Owner,"₹6,65,000"
2016,Hyundai,Elite,"33,679",Petrol,Manual,1st Owner,"₹5,54,000"
2019,Maruti,New,"9,229",Petrol,Manual,2nd Owner,"₹5,14,000"
2022,Maruti,Celerio,"11,117",Petrol + CNG,Manual,1st Owner,"₹6,77,000"
2019,Honda,Amaze,"40,167",Petrol,Automatic,1st Owner,
2021,Maruti,New,"3,339",Petrol,Manual,1st Owner,"₹6,02,000"
2019,Renault,Kwid,"13,045",Petrol,Manual,1st Owner,"₹3,63,000"
2015,Maruti,Alto,"52,016",Petrol,Manual,1st Owner,"₹2,67,000"
2021,Maruti,New,"56,049",Petrol + CNG,Manual,1st Owner,"₹6,20,000"
2021,Renault,Kwid,"11,332",Petrol,Automatic,1st Owner,"₹5,01,000"
2018,Maruti,Alto,"53,139",Petrol,Manual,1st Owner,"₹2,74,000"
2015,Honda,Jazz,"34,185",Petrol,Manual,1st Owner,"₹4,91,000"
2019,Maruti,Ciaz,"34,053",Petrol,Manual,1st Owner,
2020,Hyundai,VENUE,"30,227",Petrol,Manual,2nd Owner,
2018,Toyota,Corolla,"65,783",Petrol,Automatic,1st Owner,
2009,Maruti,A,"47,542",Petrol,Manual,1st Owner,"₹1,85,000"
2018,Renault,Kwid,"15,076",Petrol,Manual,1st Owner,"₹3,59,000"
2021,Tata,Tiago,"27,601",Petrol,Manual,1st Owner,"₹5,95,000"
2019,MG,HECTOR,"39,456",Petrol,Automatic,1st Owner,
2016,Maruti,Swift,"24,287",Petrol,Manual,1st Owner,"₹4,84,000"
2019,Maruti,XL6,"57,372",Petrol,Manual,1st Owner,
2018,Maruti,Celerio,"61,532",Petrol + CNG,Manual,1st Owner,"₹5,08,000"
2016,Hyundai,Grand,"25,931",Petrol,Manual,1st Owner,"₹4,70,000"
2018,Honda,Amaze,"35,296",Petrol,Automatic,1st Owner,"₹7,42,000"
2018,Hyundai,Creta,"51,678",Petrol,Manual,1st Owner,
2013,Honda,Brio,"55,122",Petrol,Manual,2nd Owner,"₹3,24,000"
2014,Hyundai,i10,"41,439",Petrol,Manual,2nd Owner,"₹3,15,000"
2014,Honda,Amaze,"49,946",Petrol,Manual,1st Owner,"₹3,91,000"
2019,Honda,Jazz,"56,504",Petrol,Manual,1st Owner,"₹6,12,000"
2020,Maruti,Swift,"35,928",Petrol,Manual,1st Owner,"₹6,15,000"
2015,Honda,City,"33,982",Petrol,Manual,1st Owner,"₹7,24,000"
2021,Renault,Kwid,"11,546",Petrol,Manual,1st Owner,"₹4,98,000"
2019,Honda,Amaze,"19,470",Petrol,Automatic,1st Owner,
2020,Toyota,URBAN,"22,874",Petrol,,2nd Owner,
2015,Hyundai,Elite,"36,528",Petrol,Manual,1st Owner,"₹5,99,000"
2019,Maruti,Baleno,"25,920",Petrol,Manual,1st Owner,"₹6,01,000"
2015,Maruti,Swift,"46,303",Petrol,Manual,1st Owner,"₹4,18,000"
2019,Maruti,New,"13,184",Petrol,Manual,1st Owner,"₹5,15,000"
2018,Maruti,Wagon,"24,061",Petrol,Automatic,2nd Owner,"₹4,79,000"
2021,Maruti,New,"3,897",Petrol,Manual,1st Owner,"₹5,48,000"
2022,Maruti,New,"11,354",Petrol + CNG,Manual,1st Owner,"₹6,44,000"
2020,Maruti,Alto,"2,219",Petrol,Manual,1st Owner,"₹3,48,000"
2013,Maruti,Swift,"47,590",Petrol,Manual,2nd Owner,"₹3,47,000"
2017,Renault,Kwid,"78,354",Petrol,Automatic,1st Owner,"₹3,47,000"
2020,Hyundai,VENUE,"25,071",Petrol,Manual,2nd Owner,
2021,Renault,Kiger,"9,832",Petrol,,1st Owner,
2022,Hyundai,VENUE,"7,532",Petrol,Manual,1st Owner,
2020,Renault,Kwid,"12,081",Petrol,Manual,1st Owner,"₹3,93,000"
2021,Maruti,Baleno,"3,719",Petrol,,1st Owner,"₹7,96,000"
2020,Maruti,New,"18,137",Petrol + CNG,Manual,1st Owner,"₹6,10,000"
2019,Hyundai,Elite,"49,439",Petrol,Manual,1st Owner,"₹7,52,000"
2019,Datsun,Redi,"42,127",Petrol + CNG,Manual,1st Owner,"₹3,17,000"
2021,Maruti,S,70,Petrol,Manual,1st Owner,"₹4,92,000"
2021,Maruti,S,69,Petrol,Manual,1st Owner,"₹4,92,000"
2021,Maruti,S,74,Petrol,Manual,1st Owner,"₹4,92,000"
2021,Maruti,S,64,Petrol,Manual,1st Owner,"₹4,92,000"
2021,Maruti,S,189,Petrol,Manual,1st Owner,"₹4,92,000"
2021,Maruti,S,66,Petrol,Manual,1st Owner,"₹4,92,000"
2021,Maruti,S,67,Petrol,Manual,1st Owner,"₹4,92,000"
2021,Maruti,S,67,Petrol,Manual,1st Owner,"₹4,92,000"
2021,Maruti,S,68,Petrol,Manual,1st Owner,"₹4,92,000"
2021,Maruti,S,65,Petrol,Manual,1st Owner,"₹4,92,000"
2021,Maruti,S,74,Petrol,Manual,1st Owner,"₹4,92,000"
2022,Maruti,Alto,"2,037",Petrol,Manual,1st Owner,"₹3,84,200"
2020,Renault,Kwid,"10,720",Petrol,Manual,2nd Owner,"₹4,26,000"
2020,Maruti,S,"39,588",Petrol,Manual,1st Owner,
2020,Maruti,Baleno,"24,908",Petrol,,2nd Owner,"₹6,27,000"
2019,Hyundai,GRAND,"20,939",Petrol,Automatic,1st Owner,"₹7,10,000"
2021,Maruti,New,"22,085",Petrol + CNG,Manual,1st Owner,"₹6,41,000"
2021,Maruti,IGNIS,"12,818",Petrol,Manual,1st Owner,"₹6,16,000"
2015,Honda,Jazz,"37,993",Petrol,Manual,1st Owner,"₹4,94,000"
2015,Hyundai,Grand,"23,923",Petrol,Manual,1st Owner,"₹4,50,000"
2018,Honda,Amaze,"24,330",Petrol,Manual,2nd Owner,"₹6,92,000"
2020,Honda,City,"7,676",Petrol,Manual,1st Owner,
2021,Hyundai,AURA,"11,953",Petrol + CNG,Manual,1st Owner,
2021,Maruti,New,"16,772",Petrol + CNG,Manual,1st Owner,"₹6,64,000"
2020,Toyota,YARIS,"72,495",Petrol,Manual,1st Owner,
2013,Maruti,Swift,"53,701",Petrol,Manual,1st Owner,"₹3,67,000"
2016,Hyundai,i10,"40,937",Petrol,Manual,2nd Owner,"₹3,40,000"
2012,Maruti,Alto,"71,273",Petrol,Manual,1st Owner,"₹1,92,000"
2014,Maruti,Swift,"38,606",Petrol,Manual,2nd Owner,"₹4,07,000"
2019,Maruti,Ciaz,"28,892",Petrol,Manual,1st Owner,
2021,Toyota,URBAN,"18,274",Petrol,,2nd Owner,
2016,Hyundai,Creta,"76,938",Petrol,Manual,3rd Owner,"₹7,58,000"
2019,Maruti,Baleno,"8,889",Petrol,Manual,1st Owner,"₹7,39,000"
2020,Maruti,New,"37,467",Petrol + CNG,Manual,1st Owner,"₹5,80,000"
2019,Maruti,Baleno,"11,825",Petrol,Manual,1st Owner,"₹7,78,000"
2016,Hyundai,Grand,"19,819",Petrol,Manual,1st Owner,"₹4,67,000"
2019,Maruti,New,"19,253",Petrol,Manual,1st Owner,"₹4,94,000"
2021,Maruti,New,"20,784",Petrol,Manual,1st Owner,"₹5,28,000"
2020,Skoda,Rapid,"18,906",Petrol,Manual,1st Owner,
2020,Hyundai,AURA,"23,744",Petrol,,1st Owner,"₹7,42,000"
2021,Hyundai,Creta,"14,697",Diesel,Manual,1st Owner,
2021,Maruti,New,"14,256",Petrol + CNG,Manual,1st Owner,"₹6,41,000"
2018,Hyundai,Grand,"62,638",Petrol,Manual,1st Owner,"₹4,44,000"
2015,Maruti,Celerio,"49,821",Petrol,Manual,2nd Owner,"₹4,14,000"
2018,Maruti,IGNIS,"16,319",Petrol,Automatic,1st Owner,"₹5,84,000"
2015,Hyundai,Creta,"27,923",Petrol,Manual,1st Owner,
2018,Maruti,Alto,"87,979",Petrol + CNG,Manual,1st Owner,"₹3,37,000"
2020,Mahindra,KUV,"26,959",Petrol,Manual,1st Owner,"₹6,94,000"
2018,Maruti,Alto,"6,740",Petrol,Manual,1st Owner,"₹3,43,000"
2019,Maruti,New,"16,027",Petrol,Manual,1st Owner,"₹5,14,000"
2015,Volkswagen,Polo,"34,366",Petrol,Manual,1st Owner,"₹5,25,000"
2017,Maruti,Dzire,"21,698",Petrol,Manual,1st Owner,"₹6,00,000"
2019,Mahindra,XUV500,"91,773",Diesel,Manual,1st Owner,
2018,Hyundai,Verna,"40,226",Petrol,Manual,1st Owner,
2022,MARUTI,BREZZA,"9,023",Petrol,,1st Owner,
2019,Tata,Harrier,"49,197",Diesel,Manual,1st Owner,
2019,Hyundai,Creta,"50,678",Petrol,Automatic,1st Owner,
2018,Maruti,Baleno,"24,270",Petrol,,1st Owner,"₹5,78,000"
2020,Renault,Kwid,"13,264",Petrol,Manual,1st Owner,"₹4,67,000"
